421467.9,4516473.0,1289.0,0.75
426360.88,4509628.0,1310.0,0.75
424276.4,4494492.5,1356.0,0.75
412184.44,4483372.0,1524.0,0.75
421467.9,4516473.0,1289.0,1.75
426360.88,4509628.0,1310.0,1.75
424276.4,4494492.5,1356.0,1.75
412184.44,4483372.0,1524.0,1.75
421467.9,4516473.0,1289.0,2.75
426360.88,4509628.0,1310.0,2.75
425502.8,4528366.0,0.0,2.75
424276.4,4494492.5,1356.0,2.75
412184.44,4483372.0,1524.0,2.75
421467.9,4516473.0,1289.0,3.75
426360.88,4509628.0,1310.0,3.75
425502.8,4528366.0,0.0,3.75
412184.44,4483372.0,1524.0,3.75
424276.4,4494492.5,1356.0,3.75
421467.9,4516473.0,1289.0,4.75
426360.88,4509628.0,1310.0,4.75
425502.8,4528366.0,0.0,4.75
412184.44,4483372.0,1524.0,4.75
424276.4,4494492.5,1356.0,4.75
421467.9,4516473.0,1289.0,5.75
426360.88,4509628.0,1310.0,5.75
425502.8,4528366.0,0.0,5.75
424276.4,4494492.5,1356.0,5.75
412184.44,4483372.0,1524.0,5.75
421467.9,4516473.0,1289.0,6.75
426360.88,4509628.0,1310.0,6.75
424276.4,4494492.5,1356.0,6.75
412184.44,4483372.0,1524.0,6.75
421467.9,4516473.0,1289.0,7.75
426360.88,4509628.0,1310.0,7.75
425502.8,4528366.0,0.0,7.75
424276.4,4494492.5,1356.0,7.75
412184.44,4483372.0,1524.0,7.75
421467.9,4516473.0,1289.0,8.75
426360.88,4509628.0,1310.0,8.75
425502.8,4528366.0,0.0,8.75
424276.4,4494492.5,1356.0,8.75
412184.44,4483372.0,1524.0,8.75
421467.9,4516473.0,1289.0,9.75
426360.88,4509628.0,1310.0,9.75
425502.8,4528366.0,0.0,9.75
424276.4,4494492.5,1356.0,9.75
412184.44,4483372.0,1524.0,9.75
421467.9,4516473.0,1289.0,10.75
426360.88,4509628.0,1310.0,10.75
425502.8,4528366.0,0.0,10.75
412184.44,4483372.0,1524.0,10.75
424276.4,4494492.5,1356.0,10.75
421467.9,4516473.0,1289.0,11.75
426360.88,4509628.0,1310.0,11.75
412184.44,4483372.0,1524.0,11.75
424276.4,4494492.5,1356.0,11.75
425502.8,4528366.0,0.0,11.75
421467.9,4516473.0,1289.0,12.75
426360.88,4509628.0,1310.0,12.75
425502.8,4528366.0,0.0,12.75
412184.44,4483372.0,1524.0,12.75
424276.4,4494492.5,1356.0,12.75
421467.9,4516473.0,1289.0,13.75
426360.88,4509628.0,1310.0,13.75
425502.8,4528366.0,0.0,13.75
412184.44,4483372.0,1524.0,13.75
424276.4,4494492.5,1356.0,13.75
421467.9,4516473.0,1289.0,14.75
426360.88,4509628.0,1310.0,14.75
425502.8,4528366.0,0.0,14.75
412184.44,4483372.0,1524.0,14.75
424276.4,4494492.5,1356.0,14.75
421467.9,4516473.0,1289.0,15.75
426360.88,4509628.0,1310.0,15.75
425502.8,4528366.0,0.0,15.75
412184.44,4483372.0,1524.0,15.75
424276.4,4494492.5,1356.0,15.75
421467.9,4516473.0,1289.0,16.75
426360.88,4509628.0,1310.0,16.75
412184.44,4483372.0,1524.0,16.75
424276.4,4494492.5,1356.0,16.75
421467.9,4516473.0,1289.0,17.75
426360.88,4509628.0,1310.0,17.75
425502.8,4528366.0,0.0,17.75
412184.44,4483372.0,1524.0,17.75
424276.4,4494492.5,1356.0,17.75
421467.9,4516473.0,1289.0,18.75
426360.88,4509628.0,1310.0,18.75
425502.8,4528366.0,0.0,18.75
412184.44,4483372.0,1524.0,18.75
