4.281173646128290566e+05,4.486846462131922133e+06,1.451664105279976411e+03
4.273086192478833254e+05,4.496470078988309950e+06,1.377092399999997724e+03
4.153893974023601622e+05,4.494954816339671612e+06,1.423982400000005327e+03
4.214000903355476330e+05,4.505171274176832289e+06,1.296698000000000775e+03
4.247674319802541286e+05,4.515993944279960357e+06,1.533359971999937443e+03
4.305382126363099087e+05,4.510246810797929764e+06,1.458699599999942393e+03
4.179269803593634861e+05,4.505819798850257881e+06,1.302887200000002395e+03
4.263333072628843947e+05,4.515471166316763498e+06,1.545443468800070150e+03
4.114691362442284590e+05,4.503966116899628192e+06,1.374998827520024179e+03
4.251306333716589143e+05,4.500863686388266273e+06,1.317000000000000000e+03
4.264397186775436276e+05,4.524687688069512136e+06,1.406837999999998146e+03
4.244480750105013140e+05,4.498949567626147531e+06,1.326474000000023352e+03
4.313623006740944693e+05,4.509312153369304724e+06,1.527870000000181790e+03
4.306318830426268978e+05,4.509491691905315034e+06,1.442175201759981519e+03
4.333329875777001726e+05,4.492007839035041630e+06,1.607945628960088925e+03
4.255014481838286156e+05,4.509728536358701065e+06,1.304000000000000227e+03
4.260918128105311189e+05,4.515691392532675527e+06,1.536731956800052558e+03
4.214617813911372796e+05,4.516477151756739244e+06,1.289968576960005521e+03
4.214458000243505812e+05,4.516060662660173140e+06,1.291000000000000000e+03
4.259698206642317236e+05,4.509511467992085963e+06,1.309354704159999528e+03
4.267459370850034757e+05,4.515573869375385344e+06,1.573905600000043705e+03
4.271535076377828955e+05,4.513397226705010980e+06,1.364317123199994057e+03
4.258730371679832460e+05,4.505410910858972929e+06,1.304808860160002268e+03
4.317992135421086568e+05,4.509758621919753030e+06,1.583082449599916117e+03
4.309123202092274441e+05,4.506860560375006869e+06,1.433934906880006565e+03
4.138299693377994699e+05,4.503243470383251086e+06,1.372507999999995263e+03
4.323469286394487135e+05,4.502214712601481937e+06,1.539817534400017848e+03
4.181812162030242616e+05,4.506041251585168764e+06,1.300116572799993492e+03
4.249603961393957725e+05,4.500122371950553730e+06,1.324396399999987807e+03
4.337976861066517304e+05,4.502732845628567040e+06,1.709433531680037277e+03
4.229701084181984188e+05,4.511311221374108456e+06,1.287723574720015677e+03
4.317697871882434119e+05,4.500136702024804428e+06,1.435170714239873405e+03
4.281882771708877990e+05,4.496752287972126156e+06,1.393144221439974899e+03
4.214596982572122361e+05,4.516479616318890825e+06,1.290000000000000000e+03
4.297288535240701749e+05,4.509533723231445067e+06,1.405529600000018490e+03
4.285251361420981702e+05,4.510769188635565341e+06,1.406835199999996576e+03
4.271012398464924190e+05,4.501575360415971838e+06,1.326946239359996753e+03
4.247348370279568480e+05,4.521152570411047898e+06,1.513515505920047190e+03
4.214628509971224121e+05,4.516474586935511790e+06,1.289920576000008168e+03
4.325235641745335888e+05,4.493583612995895557e+06,1.538639999999993961e+03
4.261968462841249420e+05,4.511964245429372415e+06,1.311374538559999564e+03
4.242629972000959679e+05,4.496186489053474739e+06,1.338999999999999773e+03
4.261183393579937983e+05,4.514646445298345760e+06,1.426226352000005136e+03
4.240243803273958620e+05,4.522201879700451158e+06,1.354306955519989060e+03
4.269029116453651804e+05,4.515414338240239769e+06,1.559597130560033293e+03
4.319078305116316769e+05,4.507654662067313679e+06,1.529127999999784151e+03
4.324112796061715926e+05,4.502133641919542104e+06,1.552574047200088899e+03
4.244183608781857183e+05,4.498097488942515105e+06,1.331654639039999893e+03
4.229127934486990562e+05,4.499987117044390179e+06,1.320213109439979462e+03
4.265241352192019112e+05,4.514931385938932188e+06,1.467650000000028285e+03
4.273141232451482210e+05,4.513826396657431498e+06,1.389854399999939915e+03
4.336411719663244439e+05,4.503435737358220853e+06,1.612689999999940483e+03
4.260652830853212508e+05,4.497133981960001402e+06,1.351105171360010900e+03
4.334978291491164127e+05,4.504756530569801107e+06,1.579191054719947715e+03
4.288573143983706832e+05,4.488166196810535155e+06,1.448270997919947604e+03
4.290783020981905283e+05,4.508451515314075164e+06,1.373943600000015522e+03
4.329456514075674349e+05,4.504751283531264402e+06,1.507644800000007535e+03
4.329382749645202421e+05,4.498593311937635764e+06,1.578362759520127611e+03
4.222557429870486958e+05,4.510570858848353848e+06,1.291980799999997771e+03
